Test acc,Training acc,Test time,Training time,Epochs,Training size,Batchsize,Learning rate,Momentum,EpochLrDecrease,Backprop prob,Seed,Hidden Units1
77,88.674034,9.18E-05,0.003769,5,362,89,0.0059707747,0.1212862,0.89039886,0.81460446,34436,46
82,79.913605,9.18E-05,0.0046006,5,463,67,0.005456264,0.3338145,0.801915,0.9851781,47258,47
77,90.675995,5.67E-05,0.0024286,5,429,32,0.00781318,0.1550055,0.8891255,0.8269552,29362,20
76,85.4067,7.71E-05,0.002372,3,418,40,0.008130417,0.124390356,0.80113673,0.9987851,18170,40
66,77.2043,8.46E-05,0.0036266,4,465,14,0.0016787429,0.20509703,0.8323245,0.990597,61843,23
70,74.84849,9.57E-05,0.001577,3,330,57,0.005718062,0.32227296,0.8392093,0.9001874,95505,41
78,88.77551,5.09E-05,0.0034962,5,392,24,0.0031895533,0.48141277,0.80644554,0.90802234,72776,32
63,60.04141,7.42E-05,0.0017394,3,483,99,0.008584805,0.2385661,0.8467151,0.96103466,58518,36
62,55.1495,7.02E-05,0.0013559,4,301,84,0.0027316585,0.1372592,0.80158883,0.82765764,30769,21
76,80.50848,6.88E-05,0.0034531,5,354,40,0.0045449818,0.13460986,0.8285878,0.98432666,88454,44
72,84.90566,8.36E-05,0.0026235,4,371,89,0.0034700255,0.24881256,0.82429475,0.940991,54631,47
77,76.4526,6.44E-05,0.0016101,4,327,47,0.009522483,0.11128508,0.83648604,0.898574,21141,23
77,89.50893,7.05E-05,0.0035148,5,448,88,0.007995149,0.12274387,0.81983536,0.9996438,93041,42
77,86.88525,6E-05,0.0027325,5,427,51,0.0038153897,0.23649076,0.8501138,0.9197284,13581,32
81,93.693695,8.58E-05,0.0030536,4,444,49,0.009400559,0.4107216,0.83750486,0.9231861,4014,38
80,87.27735,6.91E-05,0.0018955,3,393,29,0.007295685,0.57522184,0.8183458,0.95071554,4568,35
76,89.96865,6.73E-05,0.0032875,5,319,18,0.008846101,0.1619751,0.8124696,0.9134097,37826,41
75,86.504425,6E-05,0.0027907,3,452,27,0.008488711,0.14612272,0.87506986,0.8779168,63064,48
65,68.695656,5.69E-05,0.0017838,4,345,22,0.0014899132,0.46468797,0.8951664,0.80669886,60221,20
79,93.20595,6.18E-05,0.0024549,4,471,39,0.008693548,0.50787115,0.87301135,0.81086147,76227,25
76,79.54023,6.77E-05,0.0026088,3,435,23,0.0018814998,0.46741286,0.8880687,0.9782432,68962,39
72,65.50976,7.43E-05,0.0019075,3,461,67,0.0011941264,0.45474166,0.8700476,0.98862123,12250,36
82,88.66995,0.000105,0.0031325,4,406,56,0.0061113345,0.14383714,0.8258541,0.8092787,72205,47
79,91.78645,7.59E-05,0.0037107,4,487,27,0.0075398856,0.19069219,0.8459043,0.9850344,92740,28
68,73.297,8.29E-05,0.0018324,3,367,43,0.0013230282,0.5310228,0.8513539,0.9340339,95663,34
78,79.66805,7.34E-05,0.0036518,5,482,75,0.0022477095,0.17159733,0.8040522,0.88536584,14488,35
80,69.502075,6.23E-05,0.0020552,4,482,97,0.0065641855,0.4212184,0.8083666,0.96740574,36924,32
81,87.42268,6.11E-05,0.0023643,4,485,77,0.0058444464,0.5515801,0.87697583,0.86144865,59396,34
82,89.2779,7.77E-05,0.0047727,5,457,20,0.0027551726,0.5689988,0.8567086,0.8846738,83980,49
76,81.86275,7.18E-05,0.0025102,4,408,77,0.0034233157,0.20901597,0.8696294,0.84477586,6506,48
75,84.86647,7.82E-05,0.0026539,5,337,60,0.0052908333,0.52782965,0.88559985,0.9124385,21284,40
77,88.25996,5.95E-05,0.0022103,4,477,77,0.0069387536,0.4296348,0.899377,0.8890166,58090,21
58,64.26426,6.88E-05,0.0017264,4,333,100,0.001064395,0.5151473,0.876786,0.8415445,95246,34
78,85.75269,9.77E-05,0.0026684,3,372,18,0.005903947,0.18983965,0.8961549,0.81515056,65071,47
73,87.43017,0.0001036,0.0034191,5,358,23,0.0028327235,0.4590644,0.837653,0.8428722,73832,23
77,91.5625,0.0001145,0.0038716,5,320,44,0.0045163045,0.52506506,0.8846682,0.98583806,3871,44
74,83.888885,0.0001032,0.0023315,3,360,44,0.0027292564,0.5746009,0.8866716,0.86418056,85097,42
74,87.42331,7.36E-05,0.0021613,3,326,36,0.009085855,0.49947453,0.8230086,0.9516284,72601,27
81,79.35871,8.39E-05,0.0031845,4,499,50,0.009180756,0.16108622,0.8002236,0.8591897,43766,27
70,76.03306,0.0001127,0.0022756,4,363,85,0.009375735,0.41156033,0.8743199,0.8852716,30388,29
78,87.015945,0.0001079,0.0039223,4,439,86,0.0041994113,0.37563536,0.83737916,0.97130793,59209,28
75,83.68984,9.86E-05,0.0047469,5,374,21,0.0031798792,0.5100253,0.85511273,0.99120575,21221,25
77,72.672066,7.53E-05,0.0028514,3,494,74,0.0031942038,0.13127738,0.85144645,0.85936755,9996,36
78,88.92308,6.84E-05,0.0039588,4,325,23,0.0028867538,0.48457807,0.84371626,0.95409465,56049,44
78,93.21534,6.88E-05,0.0033177,5,339,27,0.009056882,0.54793876,0.86709154,0.91982836,5572,33
73,83.44519,0.0001133,0.005431,5,447,43,0.0016836551,0.4060552,0.8727113,0.8895049,15439,43
77,88.98551,0.0001068,0.0030501,5,345,37,0.007716126,0.32200134,0.8782492,0.9153593,43813,23
66,71.929825,8.98E-05,0.0023839,3,399,91,0.0037145957,0.11225002,0.85400754,0.8944194,20094,30
73,66.52174,0.0001671,0.0031244,3,460,95,0.004700583,0.31378266,0.85579973,0.8785621,65606,23
76,88.67522,6.95E-05,0.0028999,3,468,17,0.0056310454,0.56489086,0.8073461,0.94252557,83510,21
62,71.25382,7.81E-05,0.0024147,3,327,41,0.003430911,0.10995648,0.8643147,0.8719538,15953,39
78,89.23077,0.0001187,0.0027152,4,325,34,0.007465839,0.40681252,0.8101495,0.9448915,96397,31
78,83.287674,6.72E-05,0.0026389,5,365,84,0.007471933,0.25453487,0.85903263,0.8961629,48615,34
79,88.81579,0.0001045,0.0060888,3,456,10,0.0032296109,0.59689415,0.8915158,0.95779073,50112,47
80,90.51491,7.11E-05,0.0028538,5,369,51,0.005943131,0.46847528,0.898924,0.94626695,8195,28
75,76.72209,0.0001086,0.0021744,3,421,64,0.0058144336,0.43123966,0.87301064,0.9682184,12438,38
72,86.46865,6.18E-05,0.001628,4,303,57,0.008428285,0.45793647,0.84204996,0.85460263,23269,21
69,69.43005,0.000102,0.003097,5,386,43,0.0018096621,0.17233972,0.80665237,0.8494785,92947,34
71,76.666664,7.81E-05,0.001522,3,360,53,0.0073640323,0.37571278,0.83602124,0.9162934,75834,35
81,79.57245,9.87E-05,0.0025049,4,421,73,0.006632959,0.5258089,0.8064876,0.91746753,74523,48
76,85,0.000118,0.0021535,5,380,68,0.006263745,0.5779363,0.81854796,0.8009191,93709,35
67,75.914635,9.92E-05,0.004079,5,328,28,0.0016000692,0.21882258,0.83422625,0.8695342,41093,47
78,92.42105,0.0001025,0.0043549,5,475,42,0.0076096165,0.3147589,0.8965626,0.85650706,37316,41
71,74.03599,9.03E-05,0.0048161,4,389,13,0.0011107575,0.33401355,0.80632395,0.96036947,63446,43
69,71.15385,0.0001012,0.0018227,3,312,92,0.0072194934,0.21167862,0.8257953,0.89775264,79743,47
72,82.87671,5.61E-05,0.0026818,4,438,38,0.0023501322,0.55096775,0.87206155,0.8748564,22051,25
76,84.3318,4.88E-05,0.0017628,3,434,84,0.0061470876,0.50943154,0.87139225,0.92592466,38684,22
77,72.881355,7.49E-05,0.0028598,5,472,95,0.0051463167,0.41191104,0.82719415,0.97308934,68106,40
76,73.809525,0.0001987,0.0019747,3,420,49,0.001816601,0.48909593,0.88632375,0.8629837,8274,24
79,82.93269,7.87E-05,0.0024303,3,416,68,0.0029089907,0.45417425,0.8543367,0.9455424,78136,31
68,63.903744,9.46E-05,0.0020268,4,374,100,0.007007043,0.12970264,0.8875485,0.8990891,48885,30
73,81.7623,0.0001079,0.0026506,3,488,68,0.0026754055,0.4828937,0.80314296,0.8701237,94151,22
78,70.161285,5.2E-05,0.001901,4,372,76,0.005155835,0.51640564,0.8662482,0.81515104,1762,33
80,92.35808,6.23E-05,0.0028447,4,458,45,0.007860798,0.47404262,0.8747236,0.8226063,29107,30
77,64.03509,7.21E-05,0.0015588,3,456,94,0.006294309,0.43306875,0.81916666,0.9493218,43235,36
60.000004,65.269455,6.66E-05,0.001782,3,334,42,0.0016122399,0.18659511,0.8223374,0.9563613,98874,42
74,76.92308,3.96E-05,0.0021354,4,442,32,0.0020720805,0.39877677,0.8298484,0.8713897,76439,21
80,96.031746,7.16E-05,0.0035352,5,378,18,0.0057677585,0.5522078,0.8476264,0.90814507,47624,29
83,94.1691,4.51E-05,0.0035036,5,343,20,0.008138189,0.18069863,0.84082097,0.99710655,74299,36
77,82.484726,5.99E-05,0.0048243,5,491,29,0.0025112438,0.13250393,0.80287904,0.85497713,17537,39
77,95.61404,4.53E-05,0.0032809,5,342,18,0.0052906536,0.5522517,0.81299514,0.92838,75422,35
72,77.624306,5.43E-05,0.0013272,3,362,64,0.005970463,0.3410196,0.87010753,0.8277166,56590,34
78,92.30769,4.41E-05,0.0047868,5,442,13,0.0024049296,0.5489789,0.8222459,0.88224447,92621,33
82,83.86308,6.15E-05,0.0021542,4,409,48,0.00475575,0.35556188,0.89797753,0.9523015,45796,24
63,73.3119,6.74E-05,0.0015201,3,311,71,0.0071947933,0.1598407,0.8716501,0.97754055,39018,39
58.999996,58.46501,0.0001248,0.0020378,3,443,43,0.0013299736,0.1754892,0.8994633,0.9885627,80475,26
64,69.46779,4.52E-05,0.00139,3,357,89,0.0016825255,0.502032,0.85646534,0.8930937,58194,22
81,87.64568,0.0001427,0.0093835,5,429,50,0.006966496,0.22082157,0.846042,0.89591956,48865,50
72,81.818184,9.82E-05,0.0034406,4,374,21,0.0045892796,0.13752602,0.8735044,0.83572596,44779,25
74,79.74138,9.55E-05,0.0036366,4,464,84,0.009437907,0.23306587,0.86004066,0.83924055,79807,36
68,69.459465,0.0001007,0.0055512,4,370,100,0.007021884,0.14966024,0.81699914,0.8249821,62182,39
80,86.40777,8.29E-05,0.0039309,4,412,49,0.007933946,0.33556488,0.8053256,0.803387,33168,20
75,84.61539,9.5E-05,0.0034263,5,325,45,0.0023105317,0.4007007,0.89384896,0.8947171,82982,25
73,68.85246,7.5E-05,0.0025098,4,366,75,0.003763737,0.23295416,0.88114524,0.92582136,20503,48
71,78.19549,8.77E-05,0.0044298,5,399,47,0.0017661336,0.21099465,0.8664894,0.9900744,77396,25
82,88.32117,8.93E-05,0.0048691,5,411,22,0.004295667,0.45892173,0.82318264,0.9588726,7660,32
70,73.125,0.0001071,0.0046901,5,480,98,0.0042526247,0.12781306,0.80269974,0.8337584,70980,48
69,79.66574,5.06E-05,0.0041206,5,359,12,0.0017407234,0.26726326,0.8560163,0.8300446,76637,23
77,89.93964,8.3E-05,0.0038151,5,497,97,0.0042211222,0.13271748,0.89813447,0.88054866,9789,47
73,74.51613,8.33E-05,0.0023065,5,310,90,0.0029514995,0.41452262,0.88226855,0.85680336,58809,50
80,74.85876,7.37E-05,0.0020345,5,354,71,0.0078423,0.47159782,0.89523166,0.83699876,49829,40
74,77.45098,8.67E-05,0.0020512,4,306,45,0.003399455,0.534646,0.8642208,0.9440635,84484,31
83,85.77681,0.000105,0.0040762,4,457,61,0.0038455543,0.5031332,0.8867151,0.8166655,74206,46
72,79.69433,0.0001303,0.0037842,4,458,84,0.009766266,0.5316362,0.88085353,0.90655386,64319,31
64,69.08602,7.36E-05,0.0025829,4,372,81,0.00200859,0.5262793,0.8108711,0.93985534,49698,21
79,90.640396,4.9E-05,0.0035424,4,406,14,0.00411453,0.23280174,0.87686276,0.9596182,87320,37
84,89.618645,8.16E-05,0.0032943,3,472,17,0.0063163624,0.375214,0.81343794,0.8177147,72433,45
78,87.87062,6.29E-05,0.0024026,3,371,12,0.009224831,0.457425,0.87143224,0.8337987,42941,28
71,80.456024,7.15E-05,0.0015929,3,307,74,0.0063218833,0.3310225,0.8189415,0.98164296,16315,43
83,89.00415,5.45E-05,0.0023735,3,482,37,0.004388889,0.35604072,0.84533,0.99598044,6456,34
68,75.4717,5E-05,0.0017138,3,424,83,0.0023061468,0.13539732,0.80950063,0.8895314,837,36
80,79.67742,5.57E-05,0.001624,5,310,68,0.006129362,0.43076622,0.82687676,0.8043899,40135,32
69,79.21478,8.3E-05,0.0032058,5,433,82,0.0019079819,0.28516847,0.82498205,0.9176279,41671,30
79,90,6.72E-05,0.0029664,4,390,29,0.0055464334,0.38908696,0.84446925,0.84007764,51411,49
72,77.23077,6.44E-05,0.0017255,4,325,75,0.009009952,0.10426887,0.827497,0.82477975,19551,34
77,85.99563,6.06E-05,0.0028777,4,457,21,0.0018747493,0.53015524,0.87221074,0.8386235,28667,25
81,90.20409,4.61E-05,0.0052428,4,490,17,0.008253596,0.21712111,0.8961533,0.99193746,58346,50
83,91.42857,4.67E-05,0.0020457,4,385,31,0.00692959,0.5429468,0.84654814,0.97074693,16152,23
79,83.711334,7.37E-05,0.0029931,4,485,55,0.009415406,0.16055028,0.86711675,0.83819675,94820,50
79,87.974686,6.62E-05,0.0045138,4,474,24,0.0030355626,0.47290966,0.88870746,0.80347574,69226,50
70,77.80083,6.77E-05,0.0022189,3,482,52,0.0024767327,0.14920507,0.82786125,0.8758006,67434,26
78,90.39666,6.38E-05,0.0030167,4,479,21,0.005443091,0.5626768,0.89867944,0.9689991,99841,25
73,89.51613,4.73E-05,0.0019771,4,372,62,0.0056610163,0.15337309,0.8070242,0.8395092,3094,32
70,73.190346,9.64E-05,0.0024193,5,373,34,0.002209958,0.3984352,0.80994195,0.8207937,98919,22
75,81.369865,5.95E-05,0.0019562,4,365,55,0.006671028,0.3121978,0.8675707,0.83815145,61174,27
76,87.94118,6.1E-05,0.001453,3,340,68,0.006796412,0.4953536,0.8940135,0.8773953,50748,35
76,88.49372,5.69E-05,0.0024773,4,478,94,0.009475834,0.48662823,0.80112505,0.86652994,88239,39
77,89.97773,9.63E-05,0.0060257,4,449,12,0.0049461974,0.1168386,0.83877254,0.93699425,2909,47
78,73.5363,0.0001245,0.0023885,3,427,64,0.0039792634,0.1420455,0.8076706,0.96706486,55449,45
66,69.14153,6.57E-05,0.0018353,4,431,90,0.0037838903,0.3150909,0.80969,0.8660236,29506,21
75,75.78288,9.98E-05,0.0025824,5,479,100,0.0019569849,0.59924847,0.8390036,0.881061,94955,33
68,68.24147,7.02E-05,0.0026368,5,381,82,0.0017476521,0.13984428,0.8926019,0.95172507,35043,30
75,85.63536,6.49E-05,0.0020998,3,362,59,0.0043618786,0.39880565,0.8723298,0.9031832,84228,47
75,87.926506,7E-05,0.0030017,5,381,73,0.009169712,0.30049708,0.8955273,0.8634403,63830,43
76,82.06897,6.2E-05,0.0021248,3,435,51,0.006979003,0.52759284,0.8909939,0.9426497,86929,29
77,85.909096,8.52E-05,0.0033859,5,440,88,0.0029421288,0.23069143,0.8344024,0.88408095,80780,31
69,81.339714,4.27E-05,0.0017186,3,418,59,0.002518566,0.24652287,0.8050568,0.9725038,58738,33
80,85.21561,6.6E-05,0.002548,4,487,49,0.008391341,0.47245246,0.89725345,0.9637949,56138,23
82,88.836105,9.56E-05,0.0029675,5,421,49,0.00801092,0.4903205,0.83318263,0.93292165,94558,35
74,84.30107,6.28E-05,0.0027149,3,465,37,0.003165303,0.47910133,0.81429267,0.9464341,24290,41
75,82.51928,6.32E-05,0.0035947,5,389,36,0.0024111324,0.39923242,0.8564343,0.9948876,19807,30
79,92.85714,5.85E-05,0.0040101,5,476,31,0.0034199853,0.5539849,0.86800987,0.87598133,99622,39
81,85.04673,4.22E-05,0.0015784,3,428,59,0.0070722317,0.4628259,0.89346486,0.98852104,90652,32
67,61.32075,7.41E-05,0.001321,3,318,64,0.0056341323,0.106243655,0.84849536,0.8953317,63366,41
78,86.2213,8.12E-05,0.0028564,4,479,74,0.0062427833,0.46232483,0.83510697,0.89936054,66791,42
76,78.44828,7.88E-05,0.0019118,4,348,63,0.0064340257,0.40060812,0.8036432,0.90070343,43357,29
84,93.403694,6.94E-05,0.0042277,5,379,28,0.0071152914,0.53553754,0.8202213,0.9772524,47211,45
82,85.65656,5.27E-05,0.0023055,4,495,77,0.007256622,0.4427428,0.88232154,0.8291227,13964,38
73,71.31148,8.62E-05,0.002134,3,488,90,0.009804775,0.14866905,0.8061226,0.892097,2110,46
76,75.409836,5.53E-05,0.0017006,5,305,66,0.009842365,0.31023887,0.8966989,0.92820376,78854,22
85,89.460785,7.64E-05,0.002778,5,408,78,0.008776628,0.44650102,0.87562895,0.84496737,20614,30
80,90.625,5.41E-05,0.0028493,5,384,24,0.004510584,0.112102635,0.80411834,0.86766,4769,20
66,81.62162,5.76E-05,0.0037155,5,370,11,0.0020892604,0.2081597,0.8095042,0.98305357,39198,25
76,93.27549,6.09E-05,0.0025245,5,461,64,0.008200476,0.47217456,0.88429254,0.835423,47318,35
66,76.21146,5.92E-05,0.0052222,5,454,24,0.0012514906,0.18448375,0.87503326,0.9825867,5983,50
76,87.07124,5.93E-05,0.0024555,3,379,21,0.0042840955,0.3848925,0.8492436,0.9422645,54492,40
75,77.55556,5.9E-05,0.0016168,3,450,72,0.009764333,0.4312904,0.8796196,0.92792124,17937,25
75,86.40777,8E-05,0.0023765,4,412,96,0.0074516106,0.29609427,0.8095635,0.8860091,50905,44
73,82.96837,4.28E-05,0.0028098,5,411,25,0.001715972,0.5307579,0.8415559,0.80548006,30507,21
79,89.01345,5.45E-05,0.0023319,4,446,55,0.0033021632,0.58915126,0.8563003,0.95696384,12240,23
73,80.665276,5E-05,0.0045058,5,481,26,0.0020250506,0.19914378,0.8196133,0.97756296,20335,35
75,80.46219,5.08E-05,0.0017424,3,476,92,0.008565807,0.22329625,0.84588915,0.984681,5639,34
74,79.13043,4.06E-05,0.0011778,3,345,54,0.0033805948,0.59656966,0.8696841,0.88428116,24770,21
65,78.43665,4.23E-05,0.0025447,4,371,17,0.0017537113,0.26445398,0.8995145,0.87949085,58854,33
76,82.76553,6.81E-05,0.0024144,3,499,83,0.0025007867,0.33396208,0.8442018,0.94883037,71094,44
78,79.0224,7.52E-05,0.0026124,4,491,72,0.005330784,0.32795262,0.8924624,0.9318308,35640,28
81,91.26214,7.92E-05,0.0029372,3,412,15,0.0068646013,0.5344163,0.84374845,0.87875974,94917,45
79,86.31579,7.21E-05,0.0029031,5,380,89,0.005946227,0.2606217,0.81149626,0.94704896,55779,43
73,81.51815,4.67E-05,0.001479,4,303,75,0.0027945682,0.20788388,0.8351494,0.8758539,89999,32
82,97.53694,8.27E-05,0.0040963,4,406,15,0.0077828593,0.572269,0.85540307,0.9739251,50958,46
77,94.00631,5.31E-05,0.0023198,5,317,21,0.0067059607,0.3893352,0.8954791,0.99820775,63601,25
73,84.8564,5.26E-05,0.0020536,4,383,94,0.0048739454,0.11385025,0.89922446,0.85109663,11975,48
77,73.15634,6.3E-05,0.0016524,5,339,94,0.0076133157,0.31321475,0.81114906,0.99170184,15693,24
81,92.68293,6.7E-05,0.0045178,5,369,12,0.006970081,0.17228265,0.80037653,0.9555758,87706,35
77,86.509636,6.55E-05,0.0028954,5,467,92,0.0024825784,0.29704165,0.87377983,0.82049865,84937,22
81,83.75,5.61E-05,0.0026727,5,320,42,0.0030803343,0.55394995,0.886209,0.9976285,62112,37
69,71.82662,4.22E-05,0.0014865,3,323,28,0.0029430552,0.4023027,0.81386405,0.90786916,82333,22
70,75.55067,6.03E-05,0.0023158,4,454,61,0.0016903903,0.24665482,0.8323205,0.97731113,98957,22
58,56.444443,5.36E-05,0.0015305,4,450,95,0.009756065,0.59826285,0.8894303,0.8116274,49276,21
67,73.81975,6.93E-05,0.0026571,4,466,77,0.009310543,0.2637305,0.89943075,0.9368321,26645,30
66,69.230774,7.1E-05,0.0017807,5,312,84,0.0076606516,0.3528194,0.8195063,0.8901919,28218,27
80,86.85446,5.44E-05,0.0027596,5,426,56,0.008438776,0.47209954,0.84552306,0.9333677,72324,22
82,80.0464,0.0001066,0.0031744,5,431,95,0.004564709,0.22876579,0.8971417,0.85476196,24198,47
77,93.05136,7.67E-05,0.0027332,4,331,41,0.009100203,0.31857252,0.82749075,0.9448046,17560,45
76,84.10405,8.76E-05,0.0027322,4,346,32,0.0066714715,0.116333775,0.8032603,0.8642749,50305,44
73,71.951225,9.1E-05,0.0023174,3,410,60,0.0039162333,0.48677135,0.882971,0.99833626,51684,47
69,84.51613,6.47E-05,0.002905,3,310,14,0.0028756384,0.4353933,0.8193987,0.99082917,20440,47
79,79.89276,5.68E-05,0.0024448,4,373,48,0.0068657706,0.10239869,0.8909439,0.9910502,99368,29
74,80.7571,8.75E-05,0.0024322,5,317,96,0.004270542,0.4245801,0.897254,0.99580395,9543,48
71,68.64608,6.69E-05,0.0017535,3,421,71,0.0029384445,0.2338862,0.8747495,0.8885597,53132,30
58,58.30986,6.2E-05,0.0013119,3,355,80,0.0022952233,0.15790197,0.8180672,0.8505347,77452,24
78,86.419754,5.82E-05,0.0033938,4,486,37,0.0030732113,0.20063068,0.8460106,0.8497798,55245,35
80,91.20879,7.86E-05,0.0031015,5,364,38,0.0064733317,0.5903005,0.87037265,0.9306526,93923,43
71,70,6.15E-05,0.0014909,3,420,89,0.0041461117,0.47669762,0.8700196,0.94971734,27341,28
77,77.4,6.86E-05,0.0028935,5,500,88,0.00860296,0.46970233,0.87107843,0.94969326,56445,36
76,79.02814,7.34E-05,0.0021399,4,391,58,0.008926036,0.14539485,0.87835747,0.97254467,92766,28
79,95.68965,4.57E-05,0.0026725,5,464,58,0.009314672,0.4578508,0.8433275,0.9585607,49540,22
69,66.36364,7.64E-05,0.0019685,3,440,63,0.0022595658,0.19104932,0.8901839,0.97212976,81606,41
68,82.53589,4.81E-05,0.0036523,5,418,16,0.0022732578,0.20712954,0.8120982,0.8013799,45226,21
80,82.9653,5.73E-05,0.0019149,4,317,36,0.009767189,0.17534064,0.8464709,0.92609394,28070,37
78,94.14141,8.29E-05,0.0025109,5,495,99,0.0068874806,0.5878491,0.88134,0.82658213,25421,22
55,57.82748,6.34E-05,0.0012609,3,313,32,0.0010227452,0.5002395,0.8318315,0.9862826,25491,22
73,82.825485,6.07E-05,0.0032906,4,361,13,0.0030287204,0.2764671,0.8581906,0.8027704,83584,30
73,88.93805,4.51E-05,0.0050221,5,452,17,0.003275162,0.39971167,0.83123416,0.85405236,80171,48
82,84.468666,6.3E-05,0.0024593,5,367,49,0.004664729,0.35263273,0.8066503,0.82742655,58748,21
77,86.80412,7.35E-05,0.0027218,4,485,35,0.007311216,0.22779581,0.83711696,0.92908186,93357,27
84,87.93104,6.06E-05,0.0025216,3,464,26,0.008790713,0.58510554,0.80817384,0.9959196,58064,27
77,77.47748,6.13E-05,0.0021207,5,333,100,0.007878542,0.18194425,0.89339316,0.8764174,73361,35
83,94.07745,6.15E-05,0.0055669,5,439,15,0.007045096,0.17781626,0.86486316,0.938973,95685,40
75,80.229225,6.67E-05,0.0021648,5,349,79,0.0073371404,0.14870588,0.8791002,0.8389957,47406,28
68,66.94444,5.17E-05,0.001207,3,360,80,0.007726536,0.30690774,0.8362545,0.80125403,88610,22
75,86.629524,6.61E-05,0.002543,5,359,86,0.0034952343,0.37812495,0.89377296,0.9827552,45534,35
83,91.768295,8.38E-05,0.0027191,5,328,46,0.009156147,0.13592453,0.82754135,0.8795148,5828,42
70,74.69586,7.13E-05,0.0026105,3,411,27,0.0015132665,0.24445193,0.8232814,0.87151283,49953,38
80,85.040985,6.36E-05,0.0049028,5,488,32,0.0017270426,0.30923963,0.8826046,0.90194106,78819,48
75,70.20058,4.79E-05,0.0013436,4,349,71,0.0069446694,0.48341206,0.8227618,0.81150174,48244,32
82,90.06211,4.56E-05,0.0022878,4,483,52,0.005981591,0.58473706,0.88690764,0.8422925,50760,20
75,85.06493,5.32E-05,0.0015843,3,308,23,0.007256628,0.42975125,0.86199,0.98345536,97245,35
67,72.41379,8.93E-05,0.003325,4,464,60,0.0018219153,0.13918488,0.89912057,0.8979471,63639,43
70,65.0685,6.31E-05,0.001675,3,438,93,0.0022458783,0.1031226,0.8668602,0.9616211,5336,37
77,80.666664,7.91E-05,0.0019649,3,450,59,0.005138069,0.31850645,0.83559704,0.84407294,42853,40
76,88.97849,4.55E-05,0.0028994,4,372,12,0.004494033,0.2620727,0.84122294,0.9406328,62321,21
80,83.29622,5.66E-05,0.0024796,4,449,68,0.0065186415,0.26264647,0.8292291,0.9063156,7150,37
73,85.84615,5.25E-05,0.0017383,4,325,63,0.006657157,0.23283839,0.89530605,0.84756833,11819,34
81,78.44828,5.55E-05,0.0017606,5,348,74,0.006555532,0.5968262,0.8174269,0.97054577,65279,20
81,85.68376,7.11E-05,0.0031842,5,468,84,0.00850984,0.564671,0.8489784,0.9206081,54232,44
70,79.80769,7.53E-05,0.0019226,4,312,98,0.0020865998,0.53253365,0.83456874,0.9253994,70422,41
82,92,9.47E-05,0.002899,4,500,61,0.007943669,0.51582927,0.81748056,0.96282744,67563,30
71,69.5,7.31E-05,0.0016652,4,400,82,0.0068672732,0.23535988,0.86732304,0.91541266,45623,28
75,83.21168,5.24E-05,0.0023986,4,411,40,0.003492404,0.17402616,0.8407584,0.9909211,48916,26
82,93.03483,6.27E-05,0.0040523,4,402,12,0.009325332,0.31976014,0.8126574,0.97371215,44907,41
78,81.666664,4.89E-05,0.0018394,5,360,63,0.007998824,0.574947,0.86488056,0.9759993,61363,24
73,87.6161,5.06E-05,0.0025178,5,323,16,0.002069836,0.47866732,0.88865185,0.9029353,78779,29
73,77.960526,4.63E-05,0.0013438,4,304,46,0.005108719,0.15910612,0.8076138,0.81958926,39571,30
69,92.28487,5.56E-05,0.0035046,5,337,13,0.008636909,0.19139144,0.8781074,0.81087416,54319,44
68,65.346535,4.64E-05,0.0007733,3,303,83,0.0064984723,0.59703416,0.89017606,0.9288194,52294,29
71,69.27711,3.75E-05,0.0009948,3,332,50,0.0021365366,0.3277391,0.88595724,0.85088,47544,26
84,88.94349,4.52E-05,0.0022757,4,407,36,0.004897104,0.3171891,0.8227984,0.8681729,21569,39
73,73.42857,4.6E-05,0.0012456,3,350,78,0.003273379,0.42705488,0.84678966,0.92137617,45762,39
80,81.94131,7.29E-05,0.0024005,5,443,64,0.0070501138,0.44625577,0.8264352,0.92103946,25501,43
72,86.25593,3.06E-05,0.0020086,4,422,17,0.0040401276,0.38767254,0.8030669,0.9189255,76634,22
80,90.0232,6.89E-05,0.0028187,5,431,45,0.008352989,0.24924983,0.8771597,0.88198656,81822,46
73,62.53521,6.52E-05,0.0014419,4,355,92,0.0041967724,0.16814224,0.803255,0.95584667,29605,45
73,74.13395,3.89E-05,0.0014792,4,433,92,0.0033998536,0.59874815,0.8828826,0.98346305,90709,22
81,94.66119,3.91E-05,0.0034083,5,487,15,0.004950274,0.5850428,0.88756627,0.892452,29494,28
83,82.1256,5.83E-05,0.0021261,5,414,61,0.007963984,0.2747236,0.84227747,0.889925,24497,30
67,72.491905,4.81E-05,0.002112,5,309,39,0.0021411288,0.4069251,0.89047754,0.8573704,37304,39
75,83.62069,3.2E-05,0.0011324,3,464,56,0.009470202,0.3159046,0.8667681,0.8236835,62354,20
76,83.14351,5.58E-05,0.0013284,3,439,68,0.005860117,0.28859213,0.8821184,0.8696129,44824,37
79,81.402435,4.87E-05,0.0020006,5,328,37,0.004464704,0.3462231,0.84022427,0.9345082,86881,30
70,82.90598,3.8E-05,0.0020671,5,468,65,0.0023505455,0.3555356,0.83189,0.96418035,26698,20
